InitialReportDate,DateofDiscovery,Operator,TrackingNum,FacilityType,Latitude,Longitude,county,livestock,PublicByway,ResidenceOrOccupiedStructure,CurrentLandUse,OtherLandUse,SurfaceWaterSupplyArea,WatersoftheState,SpillDescription
08/16/2020,08/16/2020,BP AMERICA PRODUCTION COMPANY,402467732,OIL AND GAS LOCATION,37.101766,-107.546787,LA PLATA,0,0,0,NON-CROP LAND,,0,0,A produced water release from the separator was discovered on pad. The water did leave the well pad. The leak was stopped and the site was assessed. Soil samples will be collected with results in ~10 business days.
08/24/2020,08/23/2020,BP AMERICA PRODUCTION COMPANY,402473416,WELL,37.114651,-107.808541,LA PLATA,0,0,0,NON-CROP LAND,Well pad,0,0,Well head rod packing leak.  Approximately 18.8 bbl released into cellar and overflowed to ground surface immediate to the well head.  All released water stayed within the footprint of the well pad. Approximately 10 bbls of water was recoverfed via vac truck.
09/16/2020,09/15/2020,BP AMERICA PRODUCTION COMPANY,402490497,PRODUCED WATER TRANSFER SYSTEM,37.096763,-107.902139,LA PLATA,0,0,0,NON-CROP LAND,Open rangeland,0,1,"Produced water released from water transfer line flowed across ground surface of pipeline ROW, off ROW, to nearby roadside borrow ditch then terminated  at approximately 250'.  Borrow ditch considered to be Water of the State.  No water was present in the roadside borrow ditch prior to release."
10/29/2020,10/28/2020,BP AMERICA PRODUCTION COMPANY,402521158,PIPELINE,37.203707,-107.762993,LA PLATA,1,0,0,NON-CROP LAND,Livestock grazing,0,1,"Landowner reported water line leak.  Upon inspection, confirmed waterline leaking, with produced water flowing into nearby irrigation ditch and pond.  Reports of livestock in th earea at th etime of release.  The pipeline was isolated and livestock removed from area. No recoverable amount of water."
11/05/2020,11/04/2020,BP AMERICA PRODUCTION COMPANY,402526139,PRODUCED WATER TRANSFER SYSTEM,37.083308,-107.626928,LA PLATA,0,0,0,NON-CROP LAND,Grazing,1,1,"Water transfer pipeline release produced water to ground surface, flowing into nearby arroyo, flowing to Los Pinos River. Pipeline was isolated and spill response team performed site assessment, including soil and water sampling. Total released volume will be determined once excavation of pipeline is complete."
11/07/2020,11/06/2020,BP AMERICA PRODUCTION COMPANY,402527598,FLOWLINE SYSTEM,37.187768,-107.539662,LA PLATA,0,0,0,NON-CROP LAND,Access road,0,0,"Landowner report of pipeline leak.  Upon assessment, identified produced water reelase associated with dual phase flowline between well pad and meter run on well pad access road.  Measured approximately 26'x8'x1.5"" saturation."
11/07/2020,11/06/2020,BP AMERICA PRODUCTION COMPANY,402527600,FLOWLINE SYSTEM,37.080441,-107.654247,LA PLATA,0,0,0,NON-CROP LAND,Well Pad,0,0,"Produced water release from underground flowline, flowed accross pad to rock rundown, where operators stopped the release with a small berm."
06/26/2017,04/06/2017,BP ENERGY INC,401319574,WELL PAD,39.98975,-104.674895,ADAMS,0,0,0,CROP LAND,Dryland Pasture,0,1,Olsson Associates was retained to perform a limited subsurface investigation at Haskins #1 as part of proposed due diligence assessment. COGCC records indicated a pit (#114244) was permitted by Tandem Oil Company at the location and inspection records from the fall of 1989 indicate a vault was present as a skim tank/pit. The vault is no longer present. The subsurface investigation Olsson conducted indicated the presence of impacted soils and groundwater to the north of the tank battery. BP Energy requested that Olsson assist them with filing the appropriate forms to initiate site remediation.
05/07/2015,05/04/2015,BURLINGTON RESOURCES OIL & GAS LP,400836759,PIPELINE,37.105892,-107.849997,LA PLATA,0,0,0,NON-CROP LAND,,0,0,"pipeline corroded allowing 29 bbls of produced water to come to surface and travel approximately 107' down the ROW near a road.  Distances - 246' from surface water, no wetlands in area; uildings 683'; livestock 839'. water wells - unknown. depth of shallowest ground water unknown.  Response - The pipeline was shuu-in and the area contained.  Determined extent of contamination - Visual inspection as well as soil sampling; Further remediation - Will determine after sampling results are available; Describe measures taken to prevent reoccurance - Pipeline protection."
07/01/2017,07/01/2017,BURLINGTON RESOURCES OIL & GAS LP,401329906,WELL PAD,39.726694,-104.547081,ARAPAHOE,0,0,0,NON-CROP LAND,,0,0,"While drilling, the shaker screens blinded off with clay cuttings overloading the shaker, resulting in excessive fluid / cuttings build; causing the fluid to return trough the possum belly overfill. Resulting in 8.32 barrels of Oil Base Mud to containment. The release was immediately cleaned up and properly disposed of. All required COP and State Agencies were notified."
11/18/2017,11/18/2017,BURLINGTON RESOURCES OIL & GAS LP,401463733,WELL PAD,39.728739,-104.638767,ARAPAHOE,0,0,0,CROP LAND,,0,0,"While conducting flow back operations, crews were performing maintenance which required the manual operation of the water dump. During the maintenance activity, the separator was over filled and sent fluid to the combustor. This resulted in 13.5 barrels of oil overflowing onto the ground and 6 barrels being contained inside the combustor. Vacuum trucks are on location and have recovered the liquid, and transported to disposal. The wells on location are currently shut in to facilitate during the spill remediation and repair to the combustor."
02/03/2018,02/02/2018,BURLINGTON RESOURCES OIL & GAS LP,401534831,WELL PAD,39.793509,-104.657779,ADAMS,0,0,0,CROP LAND,Dry Land,0,0,"While mixing off residual fluid from pit cleaning operations, approximately 4.7 bbl. of OBM and Slop was released to the ground.  After the third-party Hydra-Vac Unit had emptied its load of “OBM and Slop” into the High Side Bin, it fluid was observed leaking on to location from the south side of the High Side Bin. A bag of Eco-Sponge was deployed into the high side tank to stop the leak.  The leak resulted in approximately 4.7 bbl. of OBM and Slop being released to the ground off secondary containment.  The spill area was immediately contained and cleaned up. The released fluid and contaminated soil was collected and mixed off for disposal by the Solids Control Contractor on location. The spill was a result of a 6"" crack on the High Side Bin."
08/06/2018,08/04/2018,BURLINGTON RESOURCES OIL & GAS LP,401724793,WELL PAD,39.746906,-104.623489,ADAMS,0,0,0,NON-CROP LAND,,0,0,"Operator discovered the spill at 8/4/18 AM. It was found that a night-shift person poured approximately 1.36 bbls of produced water to the edge of the pad. Contaminated soil will be excavated and refilled, and more information to be followed."
12/14/2018,12/13/2018,BURLINGTON RESOURCES OIL & GAS LP,401874561,WELL PAD,39.752492,-104.623217,ADAMS,0,0,0,CROP LAND,,0,0,"During oil loading operations, approx. 3.65bbl of crude oil was released to ground outside of secondary containment at 3:30 am 12/13/18. Approx. 1.5bbl of oil was recovered. An incident investigation is ongoing. Remediation activities and confirmation sampling will take place soon."
12/27/2018,12/27/2018,BURLINGTON RESOURCES OIL & GAS LP,401887194,WELL PAD,39.684717,-104.642128,ARAPAHOE,0,0,0,CROP LAND,,0,0,"At approximately 3:00 am 12/27/2018, a calculated volume of 2.18bbls crude oil was spilled out of containment and onto the ground. The spill occurred while the night operator was recycling the oil storage tank. The well was shut in earlier so the recycled oil was carried over from the heater treater to the combustor. Remediation and sampling will be followed."
02/21/2020,02/20/2020,BURLINGTON RESOURCES OIL & GAS LP,402318984,OIL AND GAS LOCATION,39.686912,-104.601123,ARAPAHOE,0,0,0,CROP LAND,,0,0,"On 2/20/20, a Projects Crew arrived at the subject site and discovered a spill around the 2-Phase and 3-Phase Treaters, outside of containment. When the spill was discovered, it was immediately stopped by shutting down the well via Emergency Shutdown. Based on preliminary calculations, the spill is est. to be 3.552 bbls. It consisted of some standing oil on the ground and around the treater, as well as underneath the skid. A vac truck was on location the same day to recover all free standing fluid. Approx. 1 bbl of fluid was recovered by a vac truck. The other standing fluid around the treater was removed using a hydrovac. Further soil cleanup is continuing today, and all contaminated soil will be removed with the hydrovac. All the oil released stayed on location and represents no threat to safety or the environment.	Our investigation into the cause of the spill is ongoing, but our initial finding is a valve had a failure as a result of sand/solid abrasion inside the valve."
12/13/2019,12/12/2019,CAERUS PICEANCE LLC,112537,PIPELINE,39.434087,-107.698661,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"On November 28, 2019 the lease operator had discovered gas hissing from a gas sales pipeline down stream of the separation of liquids from the gas stream.  The lease operator noted no odor of produced water or condensate and that no stained soil was identified at the gas leak point.  The equipment was shut in until a full investigation could be conducted."
07/17/2014,07/17/2014,CAERUS PICEANCE LLC,400646339,TANK BATTERY,39.508533,-107.763139,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"Tank failure  caused fluid spilled into lined secondary containment. The tank was emptied when identified by lease operator, the free fluids were recovered from secondary containment."
08/11/2014,08/10/2014,CAERUS PICEANCE LLC,400660661,OTHER,39.439819,-107.746187,GARFIELD,1,1,1,NON-CROP LAND,road side ditch,0,0,A transport truck rolled over on County Road 319 puncturing the trailer spilling fluid into the ditch. I second truck was brought in to recover fluids from the leaking truck.
09/26/2014,09/11/2014,CAERUS PICEANCE LLC,400696130,WELL PAD,39.433893,-108.064213,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"For an upcoming completions operation, a series of frac tanks were being filled with recycled produced water. Water management personnel were not closely monitoring the tank levels during the filling operations causing one of the tanks to overfill. This allowed the recycled produced water to flow out onto the well pad.  Upon discovery of the release, flow to the overfilling tank was halted. Vacuum trucks were dispatched to location to recover the free standing fluids on the pad. All fluid released was contained within the confines of the well pad."
10/08/2014,10/07/2014,CAERUS PICEANCE LLC,400703827,WELL PAD,39.499905,-107.726434,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"The lease operator was completing a valve replacement on a production tank.  When the valve was removed more fluid was present than expected, causing a release of fluid into the lined secondary containment.  A water truck was called to recover production fluids and stormwater from the containment.  In addition to the 7 BBL of spilled production fluid, 3 BBL of stormwater was also recovered."
10/10/2014,10/08/2014,CAERUS PICEANCE LLC,400705624,WELL,39.234758,-108.172751,MESA,0,0,0,NON-CROP LAND,,0,0,"While plugging and abandoning a well in preparation for final reclamation, a mechanical failure caused a high pressure release of gas and produced water resulting in the injury of two rig personnel.  An estimated 4 barrels of produced water were sprayed across the location. All free liquids were contained within the perimeter berm for the location.  Impacts outside the perimeter berm were limited to a fine spray on adjacent vegetation with minor impacts to vegetation outside the exclusion fence for the pad.  An initial assessment of soil and vegetation impacts with a hydrocarbon field test kit indicated that the fluids released were produced water with little or no hydrocarbon presence.  Laboratory confirmation is pending."
10/29/2014,10/27/2014,CAERUS PICEANCE LLC,400719347,WELL PAD,39.477125,-108.170954,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"The release was caused by corrosion of the metal of a threaded joint on a 2"" buried produced water line. The leak was discovered during a quarterly pressure test of the line to check its integrity. The leaking line, buried approximately 4' below the pad surface, allowed produced water to migrate into the subsurface soils. The source was removed and impacted soil was excavated. Confirmation samples were collected. Waiting on analytical results."
11/13/2014,11/11/2014,CAERUS PICEANCE LLC,400731473,WELL PAD,39.456371,-107.916307,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"The release was caused by corrosion of the metal on a 2"" buried condensate line. The leak was discovered during a quarterly pressure test on the buried line to test its integrity. The leaking line allowed condensate to migrate out into the subsurface soil."
12/23/2014,04/09/2013,CAERUS PICEANCE LLC,400758846,PIT,39.610419,-108.14455,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"This Form 19 is being submitted in accordance with Rule 905.c for the discovery of a spill/release during a pit closure.  See Remediation #8025 for additional information.  The pit record referenced in this submittal was identified by Encana's Environmental Department as part of a due diligence effort to identify open pit records.  This pit was physically closed prior to August 2006, but no formal record of the closure could be found.  To assure that no unaddressed subsurface impacts were present at this location, an in-situ characterization of the site was completed.  Fourteen (14) soil samples were collected at depths ranging from five (5) to 42 feet. (See attached summary table) One sample had a TPH result above the current allowable concentration, but below the allowable concentration at the time of the pit closure.  Project details, including formal lab reports, will be provided in the Form 4 Notification of Completion for this project."
03/12/2015,03/11/2015,CAERUS PICEANCE LLC,400808090,WELL,39.9818,-102.32967,YUMA,0,0,0,CROP LAND,,0,0,"After arriving on location, Caerus personnel discovered that a hammer union on the water line was leaking produced water. The well was immediately shut-in and the leaking component was repaired."
07/17/2015,07/14/2015,CAERUS PICEANCE LLC,400870201,FLOWLINE,39.52819,-108.13022,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"During a routine site visit, the pumper responsible for the site observed a stain and what appeared to be a hole where fluid from the subsurface was being conveyed to the surface immediately north of the site's tank battery.  The wells associated with that tank battery were turned off and all flowlines/dumplines near the tank battery were relieved of all fluid and pressure.  The area near the stain was excavated and impacted soil near the condensate dumpline was observed."
07/17/2015,07/15/2015,CAERUS PICEANCE LLC,400870456,TANK BATTERY,39.43569,-108.07044,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"While replacing a condensate tank, evidence of a historical release was discovered.  Once we have a containment berm and other necessary equipment, the impacted soil will be removed."
09/18/2015,09/17/2015,CAERUS PICEANCE LLC,400901808,TANK BATTERY,39.491801,-108.176511,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"While in the process of removing a partially buried vessel, historical impacted soil was discovered.  All impacted soil was removed and confirmation samples were collected from four walls and the base of the excavation.  Two of the confirmation samples, one from the base and one from the west wall of the excavation, are still over the COGCC Table 9101-1 Concentration Levels for total petroleum hydrocarbons and benzene.  All removed soil was stockpiled within a containment berm onsite.  Once all equipment and staff are in place, we will continue to excavate impacted soil."
09/30/2015,09/29/2015,CAERUS PICEANCE LLC,400908702,OTHER,39.475669,-108.180217,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"During flowback operations, water management personnel were not closely monitoring the tank levels causing one of the tanks to overfill.  All released fluid was contained within the perimeter berm of the well pad and soaked into the pad surface.  Therefore, no fluid was recovered.  Soil sampling will be conducted in order to assess the impact."
10/07/2015,10/07/2015,CAERUS PICEANCE LLC,400913402,OTHER,39.4885,-108.1217,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"During pumping operations, an above-ground line associated with conveying produced water to our H2-797 pad location (COGCC Location ID 439917) for completions operations broke.  Pumping operations were immediately shut down.  Approximately one barrel of produced water released from the broken line and soaked into the ground.  Soil samples were collected from within the spill area and submitted for laboratory analysis."
10/15/2015,10/15/2015,CAERUS PICEANCE LLC,400919041,WELL PAD,39.359091,-108.078203,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"Around 10:00 am today, Thursday October 15, a South Piceance Operator reported a dump line failure on the ON11 in the South Orchard Route.  The failure occurred along a fracture in a 45? elbow in the dump line.  The section of line was below ground between the separator and the tank.  Approximately 15 Bbls of produced water was released, there were no working surface impacts. The location was shut in for repairs."
10/31/2015,10/30/2015,CAERUS PICEANCE LLC,400928465,WATER GATHERING SYSTEM/LINE,39.390552,-108.061925,GARFIELD,0,0,0,NON-CROP LAND,,1,1,"A 1"" ball valve in the High Mesa to Wallace Creek 12"" Water pipeline vault was found half open, resulting in release of produced water to surrounding area on slope, approximately 300 yards above Pete and Bill Creek.  Immediate measures were taken to isolate line, stop flow and prevent surface flow of release from reaching the creek.  Produced water was drawn out of the vault and remaining static volume in line was removed at injection facility, C17OU.  No surface flow of the release reached the creek.  Sampling of soils in affected area is being done."
12/02/2015,12/01/2015,CAERUS PICEANCE LLC,400946108,WATER GATHERING SYSTEM/LINE,39.40268,-108.03486,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"During a routine visit to the West Drip Tank, one of our operators observed a stain and a hole where fluid from the subsurface was being conveyed to the surface immediately east of the facility's containment berm and then west down an adjacent access road.  We suspected that the release was coming from a pipeline that conveys produced water from our Battlement Field wells to our injection wells at the 35B Pad Location (COGCC Location ID 334365).  Therefore, use of the line was immediately suspended.  The area near the stain was excavated and confirmation samples were collected from the area of the excavation immediately below the leaking portion of pipeline.  Confirmation samples were also collected along the spill path."
12/28/2015,12/26/2015,CAERUS PICEANCE LLC,400960215,OTHER,39.39966,-108.07619,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"While hauling a load of produced water, a transport lost traction on a steep portion of the High Mesa Road and slid off of the road.  A minimal amount of produced water released from the transport and flowed approximately 60 feet away from the transport.  Absorbent materials were quickly deployed to soak up the fluid that did not immediately freeze."
02/21/2016,02/18/2016,CAERUS PICEANCE LLC,400993288,TANK BATTERY,39.50985,-108.174302,GARFIELD,0,0,0,NON-CROP LAND,,0,0,A component associated with a tank heater being used to heat one of the condensate tanks located within the salt water disposal well tank battery failed allowing ten barrels of condensate to release.  All released fluid was immediately recovered using a vacuum truck and placed into another tank.
03/11/2016,03/10/2016,CAERUS PICEANCE LLC,401003977,WATER GATHERING SYSTEM/LINE,39.397058,-108.050874,GARFIELD,0,0,0,NON-CROP LAND,,0,0,A produced water pipeline failed.  Operators from another company responded by placing absorbent boom in the flowpath and recovering as much fluid as possible via vacuum trucks.  A Caerus operator closed an upstream valve which shut off the flow of water to the release point.
04/04/2016,04/02/2016,CAERUS PICEANCE LLC,401020710,TANK BATTERY,39.36033,-108.05885,MESA,0,0,0,NON-CROP LAND,,0,0,A hole was found in a tank while conducting an integrity test.  The remaining fluid was removed from the tank.  All released fluid soaked into the soil of the secondary containment.
05/27/2016,05/26/2016,CAERUS PICEANCE LLC,401055472,WATER GATHERING SYSTEM/LINE,39.396819,-108.056969,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"To verify the integrity of a recently replaced section of the waterline, the line was filled with freshwater in order to perform a pressure test.  During the test, a pressure decrease was observed.  The surface/right-of-way above the line was checked for saturated soil.  Saturated soil was found approximately 100 feet east of our Battlement Mesa Pump Station and excavated.  Holes in the waterline were found directly beneath the saturated soil."
07/20/2016,07/19/2016,CAERUS PICEANCE LLC,401081621,PARTIALLY-BURIED VESSEL,39.519844,-108.121455,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"While conducting annual integrity testing on a partially buried vault, we observed that the vault was not able to hold freshwater we were using to conduct the test.  The tank was removed and impacted soil was observed beneath it."
10/17/2016,10/17/2016,CAERUS PICEANCE LLC,401131947,OTHER,39.475152,-108.150508,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"While conducting annual integrity testing on a condensate dumpline, we observed that the line was not able to hold pressure.  The line was uncovered and impacted soil was observed beneath it.  The line was taken out of service and impacted soil will be removed."
10/20/2016,10/19/2016,CAERUS PICEANCE LLC,401134668,PARTIALLY-BURIED VESSEL,39.47512,-108.15061,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"While removing a partially buried vessel from the location, impacted soil was observed beneath and around the tank.  The tank will be disposed of and impacted soil will be removed."
07/31/2017,07/29/2017,CAERUS PICEANCE LLC,401358483,WATER GATHERING SYSTEM/LINE,39.507222,-108.185277,GARFIELD,1,0,0,NON-CROP LAND,,0,0,"While pumping a mixture of freshwater and produced water from a water staging area at the 697-26A pad location (COGCC Location ID 416157) to the C23-697 pad location (COGCC Location ID 335512), water management personnel noticed that water was not flowing normally.  All pumping was suspended while the line was inspected.  During the inspection, a break in the line was observed.  All fluid lost through the break soaked into the ground."
08/28/2017,08/26/2017,CAERUS PICEANCE LLC,401389200,WELL PAD,39.489386,-108.12155,GARFIELD,0,0,0,NON-CROP LAND,,0,0,During water transfer a tank overflowed 5 bbls of produced water. The pumps were shut off and the fluid was recovered from the pad surface using a vac truck. No fluid left the location. A confirmation sample of the area will be collected to determine next steps.
08/28/2017,08/28/2017,CAERUS PICEANCE LLC,401389442,WELL PAD,39.49891,-108.183089,GARFIELD,0,0,0,NON-CROP LAND,,0,0,A hose failure on the 26A resulted in a release of 10 BBLs of produced water to the pad surface.  A vac truck was called to location and the fluid was recovered. No fluid left the pad surface. Confirmation sample results will determine next steps.
09/13/2017,09/12/2017,CAERUS PICEANCE LLC,401401658,WATER GATHERING SYSTEM/LINE,39.65393,-108.142341,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"The K35 CDP water line failed a scheduled pressure test. The line was pigged, filled with gas and approximate release point was identified through the use of the FLIR camera. The area was excavated and samples were collect. Preliminary data indicates a release occurred. The pipeline has been isolated and was removed from service on the date of pressure testing. Investigation is ongoing."
11/01/2017,10/31/2017,CAERUS PICEANCE LLC,401447682,FLOWLINE,39.47583,-108.18,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"During a routine site visit, a lease operator observed gas coming from beneath the pad surface near the separator units.  The operator began closing separator inlet valves until the gas stopped flowing out of the ground.  Delineation of impacts is currently underway."
11/06/2017,11/06/2017,CAERUS PICEANCE LLC,401450918,WELL PAD,39.891231,-108.479212,RIO BLANCO,0,0,0,NON-CROP LAND,,0,0,"During final reclamation activities, what appeared to be historical soil impacts were observed in the reclaim project area. All impacted soil was segregated and profiled for disposal at a licensed facility.  Once all soil believed to be impacted was removed from the project area, confirmation soil samples were collected.  Results will be reported in subsequent forms."
11/16/2017,11/14/2017,CAERUS PICEANCE LLC,401461492,PIPELINE,39.669886,-108.140555,GARFIELD,0,0,0,NON-CROP LAND,,0,1,"During a routine pipeline integrity management test, the pipeline failed.  The line was taken out of service.  The investigation of the pipe failure and assessment of impacts is currently underway."
11/17/2017,11/15/2017,CAERUS PICEANCE LLC,401463506,FLOWLINE,39.436022,-107.915555,GARFIELD,0,0,0,NON-CROP LAND,,0,1,"During a routine site visit, one of our technicians observed gas coming out of the pad surface between the wellheads and separators.  The lease operator and production foreman were immediately notified.  Once they arrived on site, they began pressure testing all flowlines between the wellheads and separators.  Once they found the flowline that was leaking, it was immediatley shut in.  Assessment of impacted material is currently underway.  All impacted soil and/or groundwater is being removed from the ground."
12/04/2017,11/22/2017,CAERUS PICEANCE LLC,401474953,WELL PAD,39.494598,-107.7404,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"During site final reclamation soil staining was identified, the visually impacted soils were excavated and hauled to RNI landfarm for disposal. Confirmation sampling has confirmed all impacts exceeding table 910-1 for organic constituents have been removed. Spill closure will be requested with the supplemental Form 19 submittal."
12/04/2017,12/04/2017,CAERUS PICEANCE LLC,401475615,FLOWLINE,39.515052,-108.184571,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"During a routine visit at the C23-697 pad location (COGCC Location ID 335512), a lease operator noticed vapors coming out of the ground near the wellhead of the Puckett 31B-23 well.  Production through the flowline was terminated.  Impacted soil is currently being removed and impacts are being delineated."
12/13/2017,12/12/2017,CAERUS PICEANCE LLC,401484512,TANK BATTERY,39.601888,-108.140833,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"A lease operator at the F23 596 well pad discovered that the line connecting the onsite pump to the tank battery had a failure and was leaking produced water inside secondary containment. The lease operator isolated the line, called his supervisor, and then had a water truck mobilized to the site to remove the fluid from containment. All frozen portions of the released fluid were taken to the NPR Solidification Facility (COGCC Facility ID 426582) for ultimate disposal at a licensed disposal facility."
12/22/2017,12/22/2017,CAERUS PICEANCE LLC,401494998,WATER GATHERING SYSTEM/LINE,39.672122,-108.115194,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"At approximately 3:00AM on December 22nd, a control valve on the J25 CDP location eroded and released approximately 50 barrels of produced water to the pad surface.  When the spill was identified, the produced water pipeline was isolated to stop the flow of fluid exiting the eroded control valve.  Assessment of impacted material will be conducted."
02/02/2018,02/01/2018,CAERUS PICEANCE LLC,401533991,OTHER,39.3775,-108.061944,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"Approximately five barrels of tank sludge spilled out of a tank while the tank was being torn down by a third-party contractor.  The contractor acted quickly to make a berm around the spill, and as a result it was contained onsite.  A vac truck was present on location at the time of the spill and recovered all free fluids.  Following the completion of utility locates, any impacted soil will be removed.  Confirmation soil samples will be collected to verify successful remediation."
02/22/2018,02/21/2018,CAERUS PICEANCE LLC,401552673,PIPELINE,39.160454,-108.099765,MESA,0,0,0,NON-CROP LAND,,0,0,"The BLM was walking the area and identified a hydrocarbon odor indicative of a release, they contacted Caerus who investigated the location shut in the well and blew down the pipeline. On Monday February 19 Caerus pressurized the pipeline and used FLIR technology to identify a potential release point. The area was excavated and samples were collected and analytical data has indicated hydrocarbon impacts. The excavated area was dry and it is belived the spill is from a previous leak. The failed section of pipe had a series of burried hammer unions that appear to be the repair of a previos pipeline failure."
04/02/2018,03/30/2018,CAERUS PICEANCE LLC,401593480,WATER GATHERING SYSTEM/LINE,39.39899,-107.71927,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"Following the routine replacement of water filters in the pump building, the drain valves did not seal properly allowing produced water to leak from the filter pods.  The system was shut down and free standing fluid was removed from the pad surface."
04/09/2018,04/09/2018,CAERUS PICEANCE LLC,401600676,FLOWLINE,39.544891,-108.118055,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"Lease operators began observing trending that indicated a leaking flowline associated with the D09A 6C-9 well.  The flowline was isolated, purged, and taken out of service.  Excavation of impacted soil is currently underway."
04/09/2018,04/09/2018,CAERUS PICEANCE LLC,401600703,TANK BATTERY,39.344394,-108.134166,MESA,0,0,0,NON-CROP LAND,,0,0,"During routine tank gauging, the lease operator responsible for this location noticed fluid was missing from the southwestern most tank. Through hydrostatic testing, we confirmed there was a hole in the tank. The tank has since been removed from service. We then conducted a hydrostatic test on the secondary containment and confirmed a liner failure. It is believed the produced water missing from the southwestern most tank leaked out of the tank, through the liner, and into the soil beneath and around the secondary containment."
04/17/2018,04/15/2018,CAERUS PICEANCE LLC,401610897,PIPELINE,39.174897,-108.0975,MESA,0,0,0,NON-CROP LAND,,0,0,The pipeline failed and allowed produced water to leak out of the pipe.  Production through the line was immediately terminated.  A vaccum truck was dispatched to the location to begin removing any free fluids at the point of release.
05/17/2018,05/16/2018,CAERUS PICEANCE LLC,401644926,WELL,39.337666,-108.116958,MESA,0,0,0,NON-CROP LAND,,0,0,While a COGCC inspector was on location he noticed fluid on the pad surface. Upon investigation he identified fluid spraying from the top of the well head. The riser connecting the transducer on the injection well corroded and failed spraying ~5BBLs of produced water on the pad location. All free fluid was recovered by a vac truck.
05/25/2018,05/24/2018,CAERUS PICEANCE LLC,401653260,TANK BATTERY,39.51294,-108.16381,GARFIELD,0,0,0,NON-CROP LAND,,0,0,A Form 27 was initally submitted to conduct samping and investigation sample data indicates a larger impacted area then excpected. see document # 401620554 Soil samples were collected around the partially buried tank at depths ranging from 1 feet below ground surface (bgs) to 8 feet bgs. Laboratory analytical
07/13/2018,07/12/2018,CAERUS PICEANCE LLC,401702363,WELL PAD,39.458072,-107.906059,GARFIELD,0,0,0,NON-CROP LAND,,0,0,A dump line failed between the separator and tank battery. The dump line was isolated and free-standing fluids were recovered by a vac truck. A subsurface investigation is underway.
08/29/2018,08/28/2018,CAERUS PICEANCE LLC,401748250,FLOWLINE,39.458186,-107.906388,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"During a routine visit to the location, the lease operator noticed fluid coming out of the ground near the separator units.  The line that failed was isolated and emergency response operations initiated immediately."
09/01/2018,08/31/2018,CAERUS PICEANCE LLC,401751942,WELL PAD,39.583285,-108.19737,GARFIELD,0,0,0,NON-CROP LAND,,0,0,Fluid was spilled during flowback activities.  Spill was contained on location.  A water truck was called in and fluids were recovered.
09/18/2018,09/18/2018,CAERUS PICEANCE LLC,401767076,FLOWLINE,39.599025,-108.15953,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"Lease operators began observing trending that indicated a leaking flowline associated with the K22 596 3C-27 well. The flowline was isolated, purged, and taken out of service. Site assessment is currently underway with impacted material being removed via hyrovac due to a high concentration of flowlines in the area."
09/28/2018,09/27/2018,CAERUS PICEANCE LLC,401778075,GAS GATHERING PIPELINE SYSTEM,39.584419,-108.115555,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"While walking the pipeline corridor, a member of our pipeline staff observed an area of ground surface subsidence.  After removing soil with a hydrovac in this area, a failed portion of a line was found.  It was immediately isolated and purged of all fluids.  Excavation of impacted soil is currently underway."
10/25/2018,10/25/2018,CAERUS PICEANCE LLC,401810472,TANK BATTERY,39.566442,-108.18441,GARFIELD,0,0,0,NON-CROP LAND,,0,0,"D&B reported a 3-4 bbl DAF treated produced water spill at the Laytham Laydown Yard, which occurred at approximately midnight last night while transferring fluid from Middle Fork Water Facility at 30 bbls/min. D&B stated hands did not follow their SOPs and were only flowing to 3 onsite storage tanks, procedures require flow to 5 storage tanks at 30bbls/min. The hands were working on other equipment and left their tank watch allowing overflow of tank 17. The hands then opened additional valves to other tanks to control flow and clean up effort began. D&B has cited lack of following policies or procedures as the root cause."
